id,date,polarity,subjectivity,compound
2,2011-01-01,-0.01,0.48,0.94
4,2011-01-01,0.03,0.34,-0.99
6,2011-01-01,0.05,0.4,0.68
5,2011-01-01,-0.01,0.29,0.36
7,2011-01-01,-0.03,0.29,0.89
1,2011-01-01,0.12,0.35,0.98
9,2011-01-01,0.13,0.44,0.75
10,2011-01-01,0.03,0.38,0.85
13,2011-01-01,0.03,0.34,0.9
12,2011-01-01,0.08,0.33,0.96
11,2011-01-01,0.01,0.46,-0.65
14,2011-01-01,0.1,0.36,0.98
3,2011-01-01,0.1,0.44,-0.98
8,2011-01-01,-0.07,0.52,-0.98
15,2011-01-01,-0.02,0.36,0.96
0,2011-01-01,0.11,0.47,1.0
16,2011-01-01,0.12,0.53,0.99
17,2011-01-01,0.06,0.28,0.95
18,2011-01-01,0.16,0.36,0.98
22,2011-01-01,0.03,0.28,0.99
19,2011-01-01,-0.16,0.3,0.85
24,2011-01-01,0.16,0.46,0.81
23,2011-01-01,0.07,0.36,0.94
25,2011-01-01,-0.02,0.3,0.68
26,2011-01-01,0.0,0.42,0.99
20,2011-01-01,0.11,0.34,0.99
21,2011-01-01,0.09,0.37,0.34
27,2011-01-01,0.09,0.28,0.92
29,2011-01-01,0.06,0.39,-0.08
28,2011-01-01,0.03,0.41,0.55
30,2011-01-01,0.08,0.27,0.87
32,2011-01-01,0.08,0.33,0.94
31,2011-01-01,0.09,0.32,0.98
36,2011-01-01,0.05,0.35,0.99
35,2011-01-01,0.13,0.44,0.99
33,2011-01-01,0.18,0.43,0.97
34,2011-01-01,-0.07,0.31,0.89
44,2011-01-01,0.19,0.38,0.27
43,2011-01-01,0.19,0.5,0.97
40,2011-01-01,-0.02,0.18,-1.0
42,2011-01-01,-0.02,0.28,-0.96
38,2011-01-01,-0.01,0.33,-0.86
47,2011-01-01,0.03,0.38,0.99
49,2011-01-01,0.05,0.31,0.9
51,2011-01-01,0.15,0.39,1.0
41,2011-01-01,0.11,0.22,0.92
52,2011-01-01,0.06,0.26,0.99
39,2011-01-01,-0.06,0.34,0.38
45,2011-01-01,0.09,0.28,0.91
54,2011-01-01,0.21,0.42,1.0
53,2011-01-01,0.15,0.3,0.98
57,2011-01-01,-0.1,0.1,-0.32
58,2011-01-01,-0.03,0.43,0.98
56,2011-01-01,-0.14,0.36,-0.99
37,2011-01-01,0.17,0.36,-0.89
55,2011-01-01,0.06,0.29,0.99
61,2011-01-01,-0.04,0.61,0.88
62,2011-01-01,0.04,0.39,0.96
63,2011-01-05,-0.03,0.39,0.89
48,2011-01-01,0.16,0.33,0.92
50,2011-01-01,-0.05,0.38,0.73
46,2011-01-01,0.18,0.35,0.46
67,2011-01-01,0.1,0.3,-0.94
68,2011-01-01,0.05,0.2,0.98
69,2011-01-01,0.01,0.35,-0.18
71,2011-01-01,0.09,0.35,0.93
72,2011-01-01,0.05,0.41,-0.8
70,2011-01-01,-0.25,0.66,0.03
75,2011-01-01,0.0,0.41,0.82
76,2011-01-01,0.13,0.53,0.98
77,2011-01-01,0.02,0.44,-0.96
78,2011-01-01,-0.13,0.19,-0.99
79,2011-01-01,0.06,0.34,0.96
60,2011-01-01,-0.0,0.46,-0.68
59,2011-01-01,0.16,0.42,0.62
65,2011-01-08,0.1,0.25,0.95
80,2011-01-01,-0.01,0.32,-0.94
81,2011-01-01,0.0,0.32,-0.91
84,2011-01-01,0.0,0.5,-0.23
82,2011-01-01,0.02,0.43,0.95
85,2011-01-01,0.28,0.41,0.99
83,2011-01-01,0.23,0.57,0.98
