id,date,polarity,subjectivity,compound
6,2012-01-01,0.15,0.41,0.99
4,2012-01-01,0.09,0.61,0.72
5,2012-01-01,0.05,0.39,0.98
1,2012-01-01,0.18,0.44,0.97
0,2012-01-01,0.03,0.4,0.89
7,2012-01-01,0.15,0.47,0.97
2,2012-01-01,0.05,0.38,0.96
3,2012-01-01,0.02,0.54,0.77
8,2012-01-01,0.19,0.57,0.98
11,2012-01-01,-0.03,0.51,0.77
13,2012-01-01,0.11,0.4,1.0
10,2012-01-01,0.07,0.27,0.8
14,2012-01-01,0.13,0.49,0.94
15,2012-01-01,-0.06,0.35,-0.95
9,2012-01-01,0.04,0.4,0.88
17,2012-01-01,0.11,0.33,0.57
20,2012-01-01,0.02,0.4,0.66
16,2012-01-01,0.04,0.44,0.99
18,2012-01-01,0.04,0.38,0.99
22,2012-01-01,0.02,0.31,0.7
21,2012-01-01,0.03,0.5,0.96
19,2012-01-01,0.06,0.39,0.98
12,2012-01-01,0.12,0.28,0.69
23,2012-01-01,0.02,0.49,-0.99
27,2012-01-01,0.14,0.42,0.99
25,2012-01-01,0.13,0.38,0.99
28,2012-01-01,0.06,0.33,0.89
26,2012-01-01,0.23,0.48,0.98
30,2012-01-01,0.13,0.36,0.98
24,2012-01-01,0.04,0.36,0.97
31,2012-01-01,0.06,0.4,0.94
29,2012-01-01,0.09,0.42,0.99
33,2012-01-01,0.03,0.31,-0.91
34,2012-01-01,0.13,0.41,0.96
35,2012-01-01,-0.02,0.3,-0.95
32,2012-01-01,0.05,0.36,-0.93
37,2012-01-01,0.08,0.38,0.97
36,2012-01-01,0.04,0.41,0.92
41,2012-01-01,0.06,0.35,-0.78
38,2012-01-01,0.07,0.33,0.95
42,2012-01-01,0.09,0.31,0.99
39,2012-01-01,-0.05,0.42,0.71
40,2012-01-01,0.12,0.39,0.98
45,2012-01-01,0.01,0.41,-0.0
47,2012-01-01,0.03,0.4,0.95
46,2012-01-01,0.11,0.31,0.99
49,2012-01-01,-0.02,0.23,0.98
48,2012-01-01,-0.01,0.42,-0.93
43,2012-01-01,0.16,0.53,0.7
44,2012-01-01,-0.12,0.32,-0.92
50,2012-01-01,0.02,0.16,0.92
52,2012-01-01,0.05,0.39,0.95
54,2012-01-01,0.02,0.48,-0.78
55,2012-01-01,0.15,0.48,0.9
58,2012-01-01,0.08,0.54,-0.73
51,2012-01-01,0.1,0.28,0.65
53,2012-01-01,-0.0,0.38,0.97
56,2012-01-01,0.05,0.35,0.3
59,2012-01-01,0.0,0.3,0.98
57,2012-01-01,0.13,0.34,0.32
60,2012-01-01,0.05,0.46,0.95
61,2012-01-03,0.0,0.31,0.84
63,2012-01-04,0.0,0.37,-0.93
65,2012-01-02,0.02,0.56,0.86
62,2012-01-06,-0.06,0.45,-0.87
64,2012-01-07,0.08,0.4,0.89
67,2012-01-05,0.03,0.32,-0.99
66,2012-01-08,0.05,0.55,1.0
70,2012-01-01,0.04,0.39,-0.8
68,2012-01-01,0.04,0.29,0.96
72,2012-01-01,0.0,0.0,0.88
69,2012-01-01,0.06,0.47,0.92
71,2012-01-01,0.08,0.37,0.98
73,2012-01-01,0.05,0.2,0.92
75,2012-01-01,0.15,0.39,1.0
74,2012-01-01,0.12,0.33,0.46
76,2012-01-01,0.06,0.26,0.99
80,2012-01-01,-0.14,0.36,-0.99
79,2012-01-01,0.06,0.29,0.99
77,2012-01-01,0.15,0.3,0.98
82,2012-01-01,-0.03,0.43,0.98
83,2012-01-01,0.16,0.42,0.62
81,2012-01-01,-0.1,0.1,-0.32
78,2012-01-01,0.21,0.42,1.0
84,2012-01-01,-0.0,0.46,-0.68
86,2012-01-01,0.04,0.39,0.96
85,2012-01-01,-0.04,0.61,0.88
87,2012-01-01,0.1,0.3,-0.94
88,2012-01-01,0.05,0.2,0.98
90,2012-01-01,-0.25,0.66,0.03
91,2012-01-01,0.09,0.35,0.93
93,2012-01-01,0.22,0.56,0.98
94,2012-01-01,0.1,0.34,0.87
92,2012-01-01,0.05,0.41,-0.8
89,2012-01-01,0.01,0.35,-0.18
95,2012-01-01,0.0,0.41,0.82
96,2012-01-01,0.13,0.53,0.98
97,2012-01-01,0.02,0.44,-0.96
99,2012-01-01,0.06,0.34,0.96
98,2012-01-01,-0.13,0.19,-0.99
100,2012-01-01,-0.01,0.32,-0.94
101,2012-01-01,0.0,0.32,-0.91
102,2012-01-01,0.02,0.43,0.95
103,2012-01-01,0.23,0.57,0.98
104,2012-01-01,0.0,0.5,-0.23
4647,2012-01-19,-0.03,0.3,-0.3
4639,2012-01-24,-0.0,0.39,0.84
4648,2012-01-19,-0.03,0.25,-0.25
4651,2012-01-19,0.12,0.31,0.98
4645,2012-01-24,-0.09,0.22,0.54
4650,2012-01-19,0.05,0.41,0.93
4649,2012-01-19,0.1,0.41,0.69
4560,2012-01-18,0.02,0.15,0.94
7400,2012-01-31,-0.01,0.41,-0.95
