id,date,topic_id,topic_prob
2,2011-01-01,-1,0.0
4,2011-01-01,-1,0.0
6,2011-01-01,-1,0.0
5,2011-01-01,-1,0.0
7,2011-01-01,-1,0.0
1,2011-01-01,128,0.5432301949093347
9,2011-01-01,135,1.0
10,2011-01-01,-1,0.0
13,2011-01-01,-1,0.0
12,2011-01-01,-1,0.0
11,2011-01-01,119,0.6821842194111996
14,2011-01-01,-1,0.0
3,2011-01-01,-1,0.0
8,2011-01-01,162,0.42925742415519974
15,2011-01-01,-1,0.0
0,2011-01-01,-1,0.0
16,2011-01-01,-1,0.0
17,2011-01-01,189,0.5043699803518296
18,2011-01-01,1,1.0
22,2011-01-01,-1,0.0
19,2011-01-01,-1,0.0
24,2011-01-01,-1,0.0
23,2011-01-01,-1,0.0
25,2011-01-01,443,0.9691751413397488
26,2011-01-01,-1,0.0
20,2011-01-01,1157,1.0
21,2011-01-01,-1,0.0
27,2011-01-01,83,0.5648106764866748
29,2011-01-01,-1,0.0
28,2011-01-01,-1,0.0
30,2011-01-01,-1,0.0
32,2011-01-01,-1,0.0
31,2011-01-01,-1,0.0
36,2011-01-01,-1,0.0
35,2011-01-01,-1,0.0
33,2011-01-01,68,0.6047822763616116
34,2011-01-01,25,1.0
44,2011-01-01,-1,0.0
43,2011-01-01,50,0.3837918418040665
40,2011-01-01,-1,0.0
42,2011-01-01,85,0.6972402673308926
38,2011-01-01,-1,0.0
47,2011-01-01,-1,0.0
49,2011-01-01,-1,0.0
51,2011-01-01,1141,1.0
41,2011-01-01,-1,0.0
52,2011-01-01,-1,0.0
39,2011-01-01,0,1.0
45,2011-01-01,83,1.0
54,2011-01-01,-1,0.0
53,2011-01-01,87,0.564553355666806
57,2011-01-01,307,0.5913816155241722
58,2011-01-01,-1,0.0
56,2011-01-01,-1,0.0
37,2011-01-01,-1,0.0
55,2011-01-01,-1,0.0
61,2011-01-01,-1,0.0
62,2011-01-01,-1,0.0
63,2011-01-05,-1,0.0
48,2011-01-01,83,0.6442603119216939
50,2011-01-01,-1,0.0
46,2011-01-01,-1,0.0
67,2011-01-01,-1,0.0
68,2011-01-01,-1,0.0
69,2011-01-01,1087,0.9587571073871932
71,2011-01-01,32,1.0
72,2011-01-01,-1,0.0
70,2011-01-01,-1,0.0
75,2011-01-01,-1,0.0
76,2011-01-01,970,1.0
77,2011-01-01,307,0.25520268156803544
78,2011-01-01,-1,0.0
79,2011-01-01,23,0.46536551603330495
60,2011-01-01,-1,0.0
59,2011-01-01,-1,0.0
65,2011-01-08,-1,0.0
80,2011-01-01,-1,0.0
81,2011-01-01,-1,0.0
84,2011-01-01,-1,0.0
82,2011-01-01,-1,0.0
85,2011-01-01,725,0.9578005789176145
83,2011-01-01,-1,0.0
87,2011-01-01,-1,0.0
86,2011-01-01,40,1.0
88,2011-01-01,-1,0.0
64,2011-01-03,292,0.5437547272533145
91,2011-01-01,549,1.0
66,2011-01-06,-1,0.0
92,2011-01-09,-1,0.0
74,2011-01-01,51,0.3731807798112949
95,2011-01-07,-1,0.0
96,2011-01-11,273,0.2554602412873427
90,2011-01-01,-1,0.0
98,2011-01-05,646,0.42745311375305345
97,2011-01-10,-1,0.0
100,2011-01-05,314,0.5500135859709144
103,2011-01-05,416,0.5441542901909148
73,2011-01-01,-1,0.0
99,2011-01-05,-1,0.0
106,2011-01-05,-1,0.0
93,2011-01-04,-1,0.0
89,2011-01-01,238,0.6389010291677952
101,2011-01-05,428,1.0
102,2011-01-05,480,0.39455171879740203
111,2011-01-05,560,0.9577090850210276
104,2011-01-05,-1,0.0
112,2011-01-05,339,0.8963519932635846
113,2011-01-05,589,1.0
107,2011-01-05,-1,0.0
110,2011-01-05,-1,0.0
94,2011-01-02,-1,0.0
109,2011-01-05,-1,0.0
108,2011-01-05,-1,0.0
119,2011-01-05,-1,0.0
120,2011-01-05,10,1.0
121,2011-01-05,-1,0.0
123,2011-01-05,-1,0.0
105,2011-01-05,-1,0.0
116,2011-01-05,-1,0.0
126,2011-01-05,-1,0.0
122,2011-01-05,-1,0.0
127,2011-01-05,15,0.6911655576463823
115,2011-01-05,-1,0.0
128,2011-01-05,-1,0.0
129,2011-01-05,-1,0.0
114,2011-01-05,-1,0.0
133,2011-01-05,-1,0.0
134,2011-01-05,167,0.5385739104938954
117,2011-01-05,-1,0.0
124,2011-01-05,126,0.13049718713872685
135,2011-01-05,8,1.0
138,2011-01-05,-1,0.0
125,2011-01-05,29,1.0
118,2011-01-05,-1,0.0
140,2011-01-05,-1,0.0
142,2011-01-05,939,0.9844017349050986
143,2011-01-05,4,0.33150093429500443
130,2011-01-05,-1,0.0
131,2011-01-05,-1,0.0
